gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
504.7461,160.5884,357.538,0.1557,639.0545,12.9714,0.0267,622.6608,107.5236,0.2019,0.000842,-0.1007,0.0552,0.1644,ROTATE1
506.1938,163.5769,378.8835,0.1399,653.1021,14.0475,0.0158,628.2618,260.2991,0.1831,0.001055,-0.0857,0.0429,0.1553,ROTATE1
507.3519,173.3397,391.8224,0.1432,664.0613,10.9593,0.0033,639.037,335.1661,0.1665,0.000723,-0.0724,0.037,0.1447,ROTATE1
508.2784,209.278,392.9205,0.1542,675.6706,11.6093,0.011,651.5943,309.0869,0.1551,0.000224,-0.0631,0.0415,0.1338,ROTATE1
509.0197,240.6161,387.6395,0.1683,683.5653,7.8947,0.0141,663.0908,251.1834,0.1523,0.000102,-0.0577,0.056,0.1258,ROTATE1
509.6126,294.8898,355.7429,0.1906,687.9084,4.3431,0.0223,672.8616,163.3504,0.1592,0.000345,-0.0541,0.0802,0.1207,ROTATE1
510.087,338.3087,312.9381,0.1918,687.4385,0.4699,0.0012,679.7289,80.6008,0.1696,0.000375,-0.0532,0.1053,0.1159,ROTATE1
510.4665,357.9126,303.713,0.1665,693.4832,6.0447,0.0254,685.6132,34.7173,0.1743,0.000215,-0.0542,0.1226,0.1074,ROTATE1
510.7701,348.6363,304.6422,0.1681,689.3767,4.1065,0.0016,688.3544,10.2646,0.1771,0.000134,-0.0522,0.14,0.0876,ROTATE1
511.0129,176.5091,253.7138,0.2116,597.2105,92.1662,0.0435,671.0834,1368.8347,0.1857,0.000283,-0.0463,0.154,0.0413,ROTATE1
497.0729,38.8073,224.4242,0.1994,546.7665,50.444,0.0122,642.8551,3606.3179,0.1875,0.000312,-0.0396,0.1618,0.0048,ROTATE1
500.0552,-61.2354,173.4675,0.1919,532.8188,13.9477,0.0075,611.9312,4674.0869,0.1875,0.000312,-0.0324,0.1686,-0.0217,ROTATE1
502.441,-135.2571,123.6896,0.1831,534.8276,2.0088,0.0088,580.2001,3526.0664,0.1908,0.000216,-0.0255,0.1783,-0.0405,ROTATE1
504.3497,-184.6432,85.7767,0.179,543.8928,9.0652,0.0042,551.1033,559.1783,0.193,0.000137,-0.0214,0.1817,-0.0444,ROTATE1
505.8767,-210.302,58.5776,0.1787,550.9714,7.0786,0.0002,541.8555,48.4842,0.1864,6.5e-05,-0.0204,0.1817,-0.0168,ROTATE1
507.0982,-202.3573,26.6215,0.1827,546.6313,4.3401,0.004,541.8284,48.2215,0.1831,2.3e-05,-0.0206,0.1797,0.007,ROTATE1
508.0755,-179.9389,-53.0747,0.1643,541.6047,5.0266,0.0184,543.5856,28.9094,0.1776,4.7e-05,-0.0192,0.172,0.0266,ROTATE1
508.8573,-174.4293,-111.8785,0.156,549.4343,7.8297,0.0083,546.507,11.8765,0.1721,0.000105,-0.0212,0.1622,0.0439,ROTATE1
509.4827,-169.0278,-140.7622,0.1431,554.9388,5.5045,0.0128,548.7161,19.8486,0.165,0.000212,-0.0277,0.1485,0.0576,ROTATE1
509.983,-167.441,-132.891,0.1241,552.9731,1.9657,0.019,549.1165,22.2954,0.1541,0.000389,-0.0375,0.1301,0.0639,ROTATE1
510.3833,-191.2434,-102.9066,0.1136,554.6665,1.6934,0.0106,550.7235,24.6383,0.1402,0.000361,-0.0511,0.1083,0.0603,ROTATE1
510.7035,-221.4197,-62.0252,0.1134,560.082,5.4155,0.0001,554.4189,11.8678,0.1301,0.000285,-0.066,0.0921,0.053,ROTATE1
510.9597,-233.6295,-22.4796,0.141,562.2881,2.2061,0.0276,556.9897,12.6746,0.1271,0.000166,-0.0762,0.0842,0.0517,ROTATE1
511.1647,-207.0161,0.9195,0.1728,551.4942,10.7939,0.0318,556.3008,17.3988,0.133,0.000498,-0.0778,0.0868,0.0578,ROTATE1
511.3286,-147.1317,-0.4769,0.1894,532.076,19.4182,0.0165,552.1214,115.0843,0.146,0.000947,-0.0713,0.0979,0.0711,ROTATE1
511.4598,-91.9053,-51.7409,0.1763,522.221,9.855,0.0131,545.6323,250.4869,0.1586,0.000761,-0.0586,0.1102,0.089,ROTATE1
511.5647,-46.3274,-116.7865,0.1365,526.7673,4.5463,0.0398,538.9693,235.5107,0.1632,0.00043,-0.0465,0.1157,0.1018,ROTATE1
511.6487,-33.3838,-158.2167,0.0842,536.5923,9.8251,0.0523,533.8301,101.4763,0.1518,0.001451,-0.0381,0.1087,0.0974,ROTATE1
511.7158,-59.4226,-169.6327,0.054,542.3646,5.7723,0.0302,532.0043,50.3062,0.1281,0.002711,-0.0355,0.0876,0.0761,ROTATE1
495.2101,-92.5256,-170.1718,0.066,531.7448,10.6198,0.012,531.938,50.3142,0.1034,0.002121,-0.0391,0.0585,0.0459,ROTATE1
478.4337,-121.4642,-176.5593,0.065,524.2381,7.5067,0.0011,532.3414,43.1252,0.0811,0.00086,-0.0461,0.0298,0.0177,ROTATE1
485.1439,-116.0495,-187.3787,0.0735,532.8629,8.6248,0.0085,533.5605,35.479,0.0685,0.0001,-0.0513,0.006,0.009,ROTATE1
490.512,-45.8834,-227.6592,0.0929,542.7117,9.8488,0.0194,534.7844,48.8916,0.0703,0.000166,-0.0496,-0.0052,0.0169,ROTATE1
494.8065,4.0464,-284.5274,0.084,570.7939,28.0822,0.0089,540.4703,264.4069,0.0763,0.000115,-0.0409,-0.0022,0.0329,ROTATE1
498.2421,51.3528,-330.0219,0.1071,599.8306,29.0367,0.0231,554.0875,768.483,0.0845,0.000217,-0.0292,-0.0005,0.0601,ROTATE1
500.9905,105.301,-366.4175,0.1003,629.5567,29.7261,0.0068,575.1512,1285.7274,0.0916,0.000141,-0.0161,-0.0027,0.0837,ROTATE1
503.1893,123.1502,-395.534,0.0912,651.7765,22.2198,0.0091,598.9339,1536.7384,0.0951,6.3e-05,-0.0054,-0.0102,0.0878,ROTATE1
504.9484,109.7264,-418.8272,0.088,665.1533,13.3768,0.0033,623.4222,1181.8772,0.0941,7.1e-05,-0.002,-0.0275,0.0741,ROTATE1
506.3556,56.5249,-433.6524,0.0962,669.0631,3.9098,0.0083,643.076,658.274,0.0965,4.6e-05,-0.0073,-0.0496,0.0503,ROTATE1
507.4814,-7.4207,-418.9094,0.0981,658.0862,10.9769,0.0019,654.7272,193.5532,0.0948,2.1e-05,-0.0173,-0.0663,0.0243,ROTATE1
508.382,-4.6053,-352.1682,0.1141,618.4625,39.6238,0.0159,652.5083,324.9453,0.0975,8.2e-05,-0.029,-0.0794,0.0135,ROTATE1
509.1024,49.0407,-285.3189,0.1534,585.6596,32.8029,0.0394,639.285,1043.7307,0.11,0.000544,-0.0362,-0.0864,0.0229,ROTATE1
509.6788,141.6295,-246.2739,0.1761,583.5085,2.1511,0.0226,622.956,1265.4628,0.1276,0.001011,-0.0341,-0.0856,0.0501,ROTATE1
510.14,215.7004,-271.2222,0.1315,616.7098,33.2012,0.0446,612.4853,738.4578,0.1346,0.000767,-0.025,-0.0843,0.0802,ROTATE1
510.5089,274.9572,-303.9215,0.1037,654.6671,37.9573,0.0278,611.8015,677.9621,0.1358,0.000691,-0.0148,-0.085,0.0968,ROTATE1
510.804,245.7502,-332.2716,0.0579,657.0527,2.3856,0.0458,619.5195,1019.0539,0.1245,0.001684,-0.0066,-0.0779,0.0873,ROTATE1
511.04,105.7408,-359.5642,0.0839,633.7424,23.3102,0.026,629.1361,737.7347,0.1106,0.001653,-0.0046,-0.0708,0.053,ROTATE1
511.2289,-17.8074,-344.5263,0.084,616.7418,17.0006,0.0001,635.7828,307.9054,0.0922,0.000598,-0.0108,-0.068,0.0138,ROTATE1
511.38,-94.2803,-301.7242,0.0717,601.1953,15.5466,0.0122,632.6799,464.7808,0.0802,0.00023,-0.0175,-0.0665,-0.0043,ROTATE1
511.5009,10.0539,-232.5293,0.1738,561.9645,39.2307,0.102,614.1393,1024.4735,0.0942,0.001674,-0.0162,-0.0717,0.0105,ROTATE1
511.5976,90.7275,-205.6797,0.1604,558.8092,3.1553,0.0134,594.4906,882.3765,0.1147,0.001864,-0.01,-0.081,0.0357,ROTATE1
511.675,139.1351,-169.325,0.1419,556.6335,2.1757,0.0185,579.0688,623.0374,0.1263,0.001685,-0.0008,-0.089,0.0666,ROTATE1
511.7368,176.9175,-139.1538,0.1322,559.0511,2.4177,0.0097,567.5308,286.2001,0.136,0.00124,0.0093,-0.0948,0.0923,ROTATE1
511.7864,196.8246,-104.4012,0.1339,558.1799,0.8712,0.0017,558.9276,3.0149,0.1484,0.00026,0.0177,-0.1018,0.1059,ROTATE1
511.826,200.9566,-80.0303,0.1182,555.6566,2.5234,0.0157,557.666,1.7187,0.1373,0.000191,0.0195,-0.0971,0.0947,ROTATE1
511.8577,206.4059,-67.9899,0.1076,556.0794,0.4229,0.0106,557.1201,1.6628,0.1268,0.00015,0.0174,-0.0924,0.0849,ROTATE1
511.883,217.7747,-51.6981,0.0925,558.6794,2.6,0.0151,557.5293,1.9343,0.1169,0.000242,0.0143,-0.0851,0.0786,ROTATE1
511.9033,244.4073,-24.3991,0.0813,567.7809,9.1015,0.0112,559.2753,19.442,0.1067,0.000345,0.0117,-0.0763,0.0733,ROTATE1
511.9196,273.3914,-8.6849,0.0707,580.4136,12.6326,0.0106,563.722,88.7943,0.0941,0.000295,0.0079,-0.0641,0.0678,ROTATE1
511.9325,307.1881,-8.4855,0.0608,597.0858,16.6722,0.01,572.0079,229.7578,0.0826,0.000268,0.0023,-0.0519,0.0629,ROTATE1
511.9429,346.2849,9.5898,0.0566,618.1349,21.0491,0.0042,584.4189,450.5205,0.0724,0.000174,-0.0069,-0.0366,0.0571,ROTATE1
511.9512,379.4248,24.3374,0.058,637.6908,19.5559,0.0014,600.2212,635.8828,0.0655,8.7e-05,-0.0159,-0.0242,0.0523,ROTATE1
511.9579,387.1774,14.9012,0.0593,642.0508,4.36,0.0013,615.0752,554.711,0.0611,2.5e-05,-0.0264,-0.0174,0.0462,ROTATE1
511.9632,406.1232,28.9491,0.0477,654.1257,12.0749,0.0116,629.8176,402.0751,0.0565,2.1e-05,-0.0294,-0.0175,0.039,ROTATE1
511.9674,422.7485,42.6061,0.0577,665.3137,11.188,0.01,643.4632,253.594,0.0559,1.7e-05,-0.0264,-0.0235,0.0304,ROTATE1
