gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
-401.8248,-98.4556,371.1265,0.4375,555.7801,40.3107,0.0167,457.7818,6288.3159,0.4083,0.000499,0.2054,-0.0232,0.3286,SHAKE1
-423.8598,-91.9551,399.2981,0.4846,589.5353,33.7552,0.0471,510.0073,3685.0815,0.4308,0.000898,0.2026,0.073,0.3418,SHAKE1
-441.4879,-66.8985,421.8354,0.5483,614.2736,24.7383,0.0636,549.2777,2621.2437,0.4612,0.002497,0.191,0.1846,0.3361,SHAKE1
-455.5903,35.0094,439.8652,0.6368,634.2472,19.9736,0.0885,581.8611,1788.3689,0.5056,0.00626,0.1649,0.3138,0.3045,SHAKE1
-466.8722,130.4044,454.289,0.7612,664.3444,30.0972,0.1244,611.6361,1380.9451,0.5737,0.013253,0.1151,0.4562,0.2336,SHAKE1
-475.8978,206.7204,465.8281,0.9229,697.2861,32.9417,0.1617,639.9373,1423.1917,0.6708,0.024509,0.0395,0.5982,0.1241,SHAKE1
-483.1182,267.7732,475.0594,1.0884,728.5514,31.2653,0.1655,667.7405,1712.5908,0.7915,0.037879,-0.0575,0.7305,-0.0212,SHAKE1
-488.8946,316.6154,468.3069,1.2567,747.3785,18.8271,0.1683,694.3615,1700.6113,0.9332,0.049249,-0.1697,0.8469,-0.1993,SHAKE1
-458.2751,306.7924,386.2768,1.422,673.3107,74.0677,0.1653,702.1742,1005.4538,1.0902,0.054806,-0.2871,0.9369,-0.4014,SHAKE1
-349.9107,258.537,265.6371,1.518,509.7469,163.5638,0.096,671.2548,7168.8726,1.2416,0.04684,-0.3888,0.9922,-0.5954,SHAKE1
-177.5317,178.0109,140.6846,1.5224,288.0929,221.654,0.0045,589.4161,29698.375,1.3615,0.027925,-0.4591,1.013,-0.7618,SHAKE1
-39.6285,55.7962,25.6883,1.4408,73.0994,214.9935,0.0816,458.3257,61958.543,1.432,0.009297,-0.4938,1.0021,-0.884,SHAKE1
