gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
-18.1189,100.5765,-27.2354,0.0806,105.7625,20.8318,0.0049,68.6444,633.2258,0.0714,0.000127,-0.0013,-0.0187,0.0671,translate1
-27.3857,97.6581,-22.3727,0.0775,103.8635,1.899,0.0031,82.4219,464.773,0.0754,7.7e-05,0.0002,-0.0291,0.069,translate1
-32.568,90.5921,-23.7575,0.0827,99.1566,4.7069,0.0052,92.4719,195.126,0.08,1.6e-05,0.0013,-0.0363,0.0708,translate1
-30.4638,83.7456,-26.9842,0.0898,93.1102,6.0464,0.0071,97.3647,57.7346,0.0832,1.8e-05,0.003,-0.0424,0.0709,translate1
-25.3054,68.609,-30.2311,0.0865,79.1294,13.9807,0.0033,96.2044,91.9724,0.0834,1.9e-05,0.0057,-0.0463,0.0684,translate1
-22.6537,35.184,-29.9161,0.0777,51.4401,27.6894,0.0088,85.3399,356.4339,0.0828,2.3e-05,0.0084,-0.0498,0.0653,translate1
-20.7011,-13.2653,-26.5329,0.0624,36.1731,15.2669,0.0153,71.8019,588.0053,0.0798,9.2e-05,0.0099,-0.0507,0.0605,translate1
-34.7015,-49.8653,-19.8294,0.0473,63.9058,27.7327,0.015,64.7517,401.1144,0.0727,0.000252,0.0094,-0.0491,0.0521,translate1
-64.3143,-91.1016,-12.0604,0.0302,112.1664,48.2606,0.0172,68.563,675.3783,0.0608,0.000413,0.007,-0.0433,0.0411,translate1
-83.1139,-123.2438,-8.8983,0.0274,148.9166,36.7502,0.0028,82.5204,1749.5793,0.049,0.000365,0.0034,-0.038,0.0291,translate1
-73.7287,-129.6732,-10.6624,0.025,149.5484,0.6319,0.0023,102.1421,2069.9236,0.0384,0.000204,-0.0001,-0.0322,0.0196,translate1
-59.6579,-122.4104,-14.1362,0.0281,136.9059,12.6426,0.0031,122.2886,1035.3645,0.0316,6.5e-05,-0.003,-0.0283,0.0106,translate1
-58.542,-113.769,-15.5777,0.0354,128.8922,8.0136,0.0073,135.2859,193.4464,0.0292,1.2e-05,-0.005,-0.0267,0.0026,translate1
-70.7273,-99.6902,-11.4122,0.0396,122.7629,6.1293,0.0042,137.4052,113.4177,0.0311,3e-05,-0.0059,-0.0285,-0.0037,translate1
-100.235,-67.4584,-8.0454,0.0422,121.0885,1.6744,0.0026,131.8396,109.1863,0.0341,4.3e-05,-0.0054,-0.0313,-0.0075,translate1
-120.7192,-20.2167,-4.13,0.0453,122.47,1.3816,0.0031,126.4239,34.6934,0.0381,3.6e-05,-0.0045,-0.0357,-0.0113,translate1
