gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
-386.5418,212.6259,-208.3109,0.0945,487.8706,80.516,0.0656,361.1905,6065.6772,0.1775,0.002175,-0.1676,0.0128,0.0547,SHAKE
-351.3022,272.4976,-238.53,0.0285,504.5441,16.6734,0.066,406.63,6705.0132,0.1395,0.004839,-0.1266,0.005,0.0466,SHAKE
-303.548,320.395,-255.5115,0.0705,509.9808,5.4368,0.042,450.1029,4351.5996,0.11,0.003685,-0.0761,-0.008,0.0284,SHAKE
-287.5447,346.6378,-255.5404,0.1156,517.823,7.8422,0.0451,485.5146,1623.8159,0.0938,0.001936,-0.0236,-0.0216,0.0019,SHAKE
-310.8607,304.3728,-251.3605,0.152,502.4533,15.3697,0.0364,504.5344,97.6525,0.0922,0.001731,0.0265,-0.0353,-0.0292,SHAKE
-339.0917,275.9857,-244.8384,0.183,501.0959,1.3573,0.0311,507.1794,37.4848,0.1099,0.003067,0.0671,-0.0477,-0.0632,SHAKE
-356.7172,276.9167,-243.077,0.2176,512.8513,11.7553,0.0345,508.8408,39.7693,0.1477,0.002628,0.0987,-0.0541,-0.0939,SHAKE
-356.23,323.9302,-230.1366,0.249,533.6605,20.8092,0.0314,513.5768,140.2829,0.1834,0.002212,0.1245,-0.057,-0.1214,SHAKE
-341.3121,361.5411,-219.5718,0.2682,543.5234,9.8629,0.0192,518.7169,289.6161,0.214,0.001796,0.1449,-0.058,-0.1457,SHAKE
-338.9153,391.6298,-228.8887,0.2867,566.2398,22.7164,0.0185,531.4742,525.6524,0.2409,0.001359,0.1611,-0.0564,-0.1692,SHAKE
-357.0167,369.2726,-234.1641,0.3084,564.4962,1.7437,0.0218,544.1542,398.392,0.266,0.000973,0.1745,-0.0544,-0.1924,SHAKE
-382.354,298.6774,-225.7531,0.3291,535.1329,29.3632,0.0207,548.6105,198.8347,0.2883,0.000805,0.1837,-0.0543,-0.2148,SHAKE
-400.0551,205.9419,-194.7244,0.347,490.2792,44.8537,0.0178,539.9343,759.3655,0.3079,0.000802,0.1907,-0.0553,-0.235,SHAKE
-357.319,120.1317,-142.9139,0.3636,403.1537,87.1255,0.0167,511.8604,3710.4302,0.327,0.000744,0.1988,-0.0586,-0.2528,SHAKE
-288.4052,63.1085,-78.3499,0.366,305.4488,97.7049,0.0024,459.7021,8919.6768,0.3428,0.000472,0.2078,-0.0638,-0.2651,SHAKE
